Filename,Classification,Voltage,Time,CNR,SNR
BiNPs50nm_80Kvp-215mAs_25.tif,BiNPs 50nm,80,215,-3.415965076,-205.040889
BiNPs50nm_80Kvp-215mAs_26.tif,BiNPs 50nm,80,215,-2.638006728,-182.603299
BiNPs50nm_80Kvp-215mAs_27.tif,BiNPs 50nm,80,215,-4.473801862,-648.0631166
BiNPs50nm_80Kvp-215mAs_28.tif,BiNPs 50nm,80,215,-2.208374153,-54.84488081
BiNPs50nm_80Kvp-215mAs_29.tif,BiNPs 50nm,80,215,-4.671238863,-684.2544208
BiNPs50nm_80Kvp-215mAs_30.tif,BiNPs 50nm,80,215,-3.465976524,-77.80236006
BiNPs50nm_80Kvp-215mAs_31.tif,BiNPs 50nm,80,215,3.517910448,39.59072629
BiNPs50nm_80Kvp-215mAs_32.tif,BiNPs 50nm,80,215,-3.455055753,-452.4866311
BiNPs50nm_80Kvp-215mAs_33.tif,BiNPs 50nm,80,215,-6.08950488,-681.2209839
BiNPs50nm_80Kvp-215mAs_35.tif,BiNPs 50nm,80,215,-6.128458912,-670.5747333
BiNPs50nm_80Kvp-215mAs_36.tif,BiNPs 50nm,80,215,-1.137635498,-49.21604912
BiNPs50nm_80Kvp-215mAs_37.tif,BiNPs 50nm,80,215,2.271427143,24.12027823
BiNPs50nm_80Kvp-215mAs_38.tif,BiNPs 50nm,80,215,-1.644952079,-20.26631501
BiNPs50nm_80Kvp-215mAs_39.tif,BiNPs 50nm,80,215,-2.813240503,-67.32215296
BiNPs50nm_80Kvp-215mAs_40.tif,BiNPs 50nm,80,215,-3.289428305,-575.673703
BiNPs50nm_80Kvp-215mAs_41.tif,BiNPs 50nm,80,215,-1.035039072,-6.615900156
BiNPs50nm_80Kvp-215mAs_42.tif,BiNPs 50nm,80,215,-5.232022438,-85.04046238
BiNPs50nm_80Kvp-215mAs_43.tif,BiNPs 50nm,80,215,-5.687057387,-88.24129216
BiNPs50nm_80Kvp-215mAs_44.tif,BiNPs 50nm,80,215,-7.924117303,-117.4514949
BiNPs50nm_80Kvp-215mAs_45.tif,BiNPs 50nm,80,215,-7.470528833,-121.7793757
BiNPs50nm_80Kvp-215mAs_46.tif,BiNPs 50nm,80,215,-5.059453185,-65.06107434
BiNPs50nm_80Kvp-215mAs_47.tif,BiNPs 50nm,80,215,1.887182714,57.69392413
BiNPs50nm_80Kvp-215mAs_48.tif,BiNPs 50nm,80,215,-1.931577952,-106.3083449
BiNPs50nm_80Kvp-215mAs_49.tif,BiNPs 50nm,80,215,-3.498359344,-38.36506122
BiNPs50nm_80Kvp-215mAs_50.tif,BiNPs 50nm,80,215,-2.541832001,-41.5570017
BiNPs50nm_80Kvp-215mAs_51.tif,BiNPs 50nm,80,215,-2.565450486,-206.0441446
BiNPs50nm_80Kvp-215mAs_52.tif,BiNPs 50nm,80,215,-3.283123289,-106.0421212
BiNPs50nm_80Kvp-215mAs_53.tif,BiNPs 50nm,80,215,-4.39586214,-86.19012729
BiNPs50nm_80Kvp-215mAs_54.tif,BiNPs 50nm,80,215,-6.292714564,-84.62443341
BiNPs50nm_80Kvp-215mAs_55.tif,BiNPs 50nm,80,215,-7.981580967,-44.53180212
BiNPs50nm_80Kvp-215mAs_56.tif,BiNPs 50nm,80,215,6.379277015,112.5437956
BiNPs50nm_80Kvp-215mAs_57.tif,BiNPs 50nm,80,215,-9.743024619,-75.39078535
BiNPs50nm_80Kvp-215mAs_58.tif,BiNPs 50nm,80,215,-9.797764531,-115.3454829
BiNPs50nm_80Kvp-215mAs_59.tif,BiNPs 50nm,80,215,-6.461304238,-131.9103848
BiNPs50nm_80Kvp-215mAs_60.tif,BiNPs 50nm,80,215,-4.739812032,-222.7485141
BiNPs50nm_80Kvp-215mAs_61.tif,BiNPs 50nm,80,215,-4.377179763,-124.6957745
BiNPs50nm_80Kvp-215mAs_62.tif,BiNPs 50nm,80,215,-16.29607631,-78.76759146
BiNPs50nm_80Kvp-215mAs_63.tif,BiNPs 50nm,80,215,-6.179273504,-102.9364515
BiNPs50nm_80Kvp-215mAs_64.tif,BiNPs 50nm,80,215,-3.926076945,-257.1458083
BiNPs50nm_80Kvp-215mAs_65.tif,BiNPs 50nm,80,215,-4.757432135,-293.574348
BiNPs50nm_80Kvp-215mAs_66.tif,BiNPs 50nm,80,215,0.228765467,1.759265554
BiNPs50nm_80Kvp-215mAs_67.tif,BiNPs 50nm,80,215,0.633108108,10.88558025
BiNPs50nm_80Kvp-215mAs_68.tif,BiNPs 50nm,80,215,1.221557706,29.63263663
BiNPs50nm_80Kvp-215mAs_69.tif,BiNPs 50nm,80,215,-4.835421511,-466.9673146
BiNPs50nm_80Kvp-215mAs_70.tif,BiNPs 50nm,80,215,-3.421817978,-45.51203774
BiNPs50nm_80Kvp-215mAs_71.tif,BiNPs 50nm,80,215,0.442961594,29.97950176
BiNPs50nm_80Kvp-215mAs_72.tif,BiNPs 50nm,80,215,-0.268364026,12.59138353
BiNPs50nm_80Kvp-215mAs_73.tif,BiNPs 50nm,80,215,-31.74748372,-84.0955
BiNPs50nm_80Kvp-215mAs_74.tif,BiNPs 50nm,80,215,-5.139649666,-17.91977937
BiNPs50nm_80Kvp-215mAs_75.tif,BiNPs 50nm,80,215,-1.31825499,-4.631715866
BiNPs50nm_80Kvp-215mAs_76.tif,BiNPs 50nm,80,215,-0.170853435,2.900494071
BiNPs50nm_80Kvp-215mAs_77.tif,BiNPs 50nm,80,215,-2.323860352,-164.3563768
BiNPs50nm_80Kvp-215mAs_78.tif,BiNPs 50nm,80,215,-3.597609808,-164.0496174
BiNPs50nm_80Kvp-215mAs_79.tif,BiNPs 50nm,80,215,-3.18612492,-180.5651871
BiNPs50nm_80Kvp-215mAs_80.tif,BiNPs 50nm,80,215,-3.606975422,-273.5722957
BiNPs50nm_80Kvp-215mAs_81.tif,BiNPs 50nm,80,215,-0.45334521,-8.659306528
BiNPs50nm_80Kvp-215mAs_82.tif,BiNPs 50nm,80,215,-3.731444914,-127.7948254
BiNPs50nm_80Kvp-215mAs_83.tif,BiNPs 50nm,80,215,-2.077800073,-23.91582136
BiNPs50nm_80Kvp-215mAs_84.tif,BiNPs 50nm,80,215,0.01400309,16.49198586
BiNPs50nm_80Kvp-215mAs_85.tif,BiNPs 50nm,80,215,1.013373031,59.68326081
BiNPs50nm_80Kvp-215mAs_86.tif,BiNPs 50nm,80,215,-5.844473474,-62.88680464
BiNPs50nm_80Kvp-215mAs_87.tif,BiNPs 50nm,80,215,0.334154874,34.6590349
BiNPs50nm_80Kvp-215mAs_88.tif,BiNPs 50nm,80,215,-9.371171483,-93.60574561
BiNPs50nm_80Kvp-215mAs_89.tif,BiNPs 50nm,80,215,-2.269117498,-35.27140628
BiNPs50nm_80Kvp-215mAs_90.tif,BiNPs 50nm,80,215,-3.836623902,-283.5482968
BiNPs50nm_80Kvp-215mAs_91.tif,BiNPs 50nm,80,215,-3.833562111,-514.2762931
BiNPs50nm_80Kvp-215mAs_92.tif,BiNPs 50nm,80,215,-5.219544365,-36.52863965
BiNPs50nm_80Kvp-215mAs_93.tif,BiNPs 50nm,80,215,1.737385286,125.2386477
BiNPs50nm_80Kvp-215mAs_94.tif,BiNPs 50nm,80,215,1.19014227,113.9426176
BiNPs50nm_80Kvp-215mAs_95.tif,BiNPs 50nm,80,215,-1.450934274,-26.29597605
BiNPs50nm_80Kvp-215mAs_96.tif,BiNPs 50nm,80,215,1.183804415,104.2856668
BiNPs50nm_80Kvp-215mAs_97.tif,BiNPs 50nm,80,215,1.051604905,-24.80053857
BiNPs50nm_80Kvp-215mAs_98.tif,BiNPs 50nm,80,215,-0.375088259,4.940161982
BiNPs50nm_80Kvp-215mAs_99.tif,BiNPs 50nm,80,215,-4.756091572,-471.7029583
BiNPs50nm_80Kvp-215mAs_100.tif,BiNPs 50nm,80,215,2.218513196,166.7499678
BiNPs50nm_80Kvp-215mAs_101.tif,BiNPs 50nm,80,215,-9.383749417,-141.4823532
BiNPs50nm_80Kvp-215mAs_102.tif,BiNPs 50nm,80,215,-8.129390437,-93.49814195
BiNPs50nm_80Kvp-215mAs_103.tif,BiNPs 50nm,80,215,-5.968078342,-129.269401
BiNPs50nm_80Kvp-215mAs_104.tif,BiNPs 50nm,80,215,-3.580442239,-216.4377514
BiNPs50nm_80Kvp-215mAs_105.tif,BiNPs 50nm,80,215,1.045514399,61.06670109
BiNPs50nm_80Kvp-215mAs_106.tif,BiNPs 50nm,80,215,1.574256527,98.47328933
BiNPs50nm_80Kvp-215mAs_107.tif,BiNPs 50nm,80,215,-1.079812389,-15.7770756
BiNPs50nm_80Kvp-215mAs_108.tif,BiNPs 50nm,80,215,-0.056733365,19.32508735
BiNPs50nm_80Kvp-215mAs_109.tif,BiNPs 50nm,80,215,0.26122674,55.07763759
BiNPs50nm_80Kvp-215mAs_110.tif,BiNPs 50nm,80,215,-2.057629752,-24.21337843
BiNPs50nm_80Kvp-215mAs_111.tif,BiNPs 50nm,80,215,-31.71996238,-83.76432476
BiNPs50nm_80Kvp-215mAs_112.tif,BiNPs 50nm,80,215,-7.079346281,-67.19472259
BiNPs50nm_80Kvp-215mAs_113.tif,BiNPs 50nm,80,215,-6.022355644,-339.4072518
BiNPs50nm_80Kvp-215mAs_114.tif,BiNPs 50nm,80,215,-5.043556957,-68.50811273
BiNPs50nm_80Kvp-215mAs_115.tif,BiNPs 50nm,80,215,-4.670205747,-58.67804929
BiNPs50nm_80Kvp-215mAs_116.tif,BiNPs 50nm,80,215,-9.826253186,-72.35016618
BiNPs50nm_80Kvp-215mAs_117.tif,BiNPs 50nm,80,215,-5.482720907,-370.5800355
BiNPs50nm_80Kvp-215mAs_118.tif,BiNPs 50nm,80,215,-0.292182707,2.264900781
BiNPs50nm_80Kvp-215mAs_119.tif,BiNPs 50nm,80,215,-0.392788343,2.771693629
BiNPs50nm_80Kvp-215mAs_120.tif,BiNPs 50nm,80,215,-0.115437894,14.18517663
BiNPs50nm_80Kvp-215mAs_121.tif,BiNPs 50nm,80,215,-2.47388241,-36.21289474
BiNPs50nm_80Kvp-215mAs_122.tif,BiNPs 50nm,80,215,-2.571993776,-38.02716083
BiNPs50nm_80Kvp-215mAs_123.tif,BiNPs 50nm,80,215,-3.235790046,-54.18656083
BiNPs50nm_80Kvp-215mAs_124.tif,BiNPs 50nm,80,215,-12.88523214,-90.90771402
BiNPs50nm_80Kvp-215mAs_125.tif,BiNPs 50nm,80,215,-6.555464256,-27.96591257
BiNPs50nm_80Kvp-215mAs_126.tif,BiNPs 50nm,80,215,-2.991357874,-49.38608502
BiNPs50nm_80Kvp-215mAs_127.tif,BiNPs 50nm,80,215,-6.582038533,-84.57901061
BiNPs50nm_80Kvp-215mAs_128.tif,BiNPs 50nm,80,215,-6.813038728,-93.11022647
BiNPs50nm_80Kvp-215mAs_129.tif,BiNPs 50nm,80,215,-16.7550783,-138.6161808
BiNPs50nm_80Kvp-215mAs_130.tif,BiNPs 50nm,80,215,-26.27857921,-158.1929472
BiNPs50nm_80Kvp-430mAs_3.tif,BiNPs 50nm,80,430,-12.36423594,-710.7182757
BiNPs50nm_80Kvp-430mAs_4.tif,BiNPs 50nm,80,430,-11.82833493,-697.9036437
BiNPs50nm_80Kvp-430mAs_17.tif,BiNPs 50nm,80,430,-6.724469808,-707.1827165
BiNPs50nm_80Kvp-430mAs_20.tif,BiNPs 50nm,80,430,-7.308083793,-659.1970473
BiNPs50nm_80Kvp-430mAs_38.tif,BiNPs 50nm,80,430,-70.94664016,-535.8363682
BiNPs50nm_80Kvp-430mAs_46.tif,BiNPs 50nm,80,430,-31.58436959,-691.5001678
BiNPs50nm_80Kvp-430mAs_47.tif,BiNPs 50nm,80,430,-60.59776659,-700.4733095
BiNPs50nm_80Kvp-430mAs_49.tif,BiNPs 50nm,80,430,-81.01207684,-699.4447224
BiNPs50nm_80Kvp-430mAs_50.tif,BiNPs 50nm,80,430,-72.39511303,-700.7630777
BiNPs50nm_80Kvp-430mAs_57.tif,BiNPs 50nm,80,430,-79.32781521,-639.6804269
BiNPs50nm_80Kvp-430mAs_58.tif,BiNPs 50nm,80,430,-52.58733722,-707.2319136
BiNPs50nm_80Kvp-430mAs_60.tif,BiNPs 50nm,80,430,-106.0396924,-623.0211619
BiNPs50nm_80Kvp-430mAs_62.tif,BiNPs 50nm,80,430,-146.1555858,-701.5546551
BiNPs50nm_80Kvp-430mAs_63.tif,BiNPs 50nm,80,430,-127.1412454,-691.2807011
BiNPs50nm_80Kvp-430mAs_66.tif,BiNPs 50nm,80,430,-27.55045264,-670.1892935
BiNPs50nm_80Kvp-430mAs_68.tif,BiNPs 50nm,80,430,-15.2366938,-659.2168706
BiNPs50nm_80Kvp-430mAs_71.tif,BiNPs 50nm,80,430,-111.0040213,-686.9525873
BiNPs50nm_80Kvp-430mAs_72.tif,BiNPs 50nm,80,430,-118.4091967,-698.0573365
BiNPs50nm_80Kvp-430mAs_76.tif,BiNPs 50nm,80,430,-147.4177937,-672.209572
BiNPs50nm_80Kvp-430mAs_77.tif,BiNPs 50nm,80,430,-179.7390364,-551.11505
BiNPs50nm_80Kvp-430mAs_78.tif,BiNPs 50nm,80,430,-272.7127815,-550.5338164
BiNPs50nm_80Kvp-430mAs_79.tif,BiNPs 50nm,80,430,-62.21212326,-562.5480427
BiNPs50nm_80Kvp-430mAs_81.tif,BiNPs 50nm,80,430,-56.68561667,-444.5303262
BiNPs50nm_80Kvp-430mAs_82.tif,BiNPs 50nm,80,430,-69.43799324,-684.3102435
BiNPs50nm_80Kvp-430mAs_83.tif,BiNPs 50nm,80,430,-108.7037962,-692.3094621
BiNPs50nm_80Kvp-430mAs_84.tif,BiNPs 50nm,80,430,-334.0462715,-648.4766751
BiNPs50nm_80Kvp-430mAs_85.tif,BiNPs 50nm,80,430,-366.1310518,-621.3911278
BiNPs50nm_80Kvp-430mAs_86.tif,BiNPs 50nm,80,430,-89.65482181,-630.6469567
BiNPs50nm_80Kvp-430mAs_87.tif,BiNPs 50nm,80,430,-200.2847253,-596.4679083
BiNPs50nm_80Kvp-430mAs_88.tif,BiNPs 50nm,80,430,-153.4820314,-600.8791157
BiNPs50nm_80Kvp-430mAs_89.tif,BiNPs 50nm,80,430,-245.521577,-642.6125107
BiNPs50nm_80Kvp-430mAs_90.tif,BiNPs 50nm,80,430,-208.6559675,-636.7638848
BiNPs50nm_80Kvp-430mAs_94.tif,BiNPs 50nm,80,430,-24.91839433,-384.0091865
BiNPs50nm_80Kvp-430mAs_95.tif,BiNPs 50nm,80,430,-36.3128861,-599.8702888
BiNPs50nm_80Kvp-430mAs_96.tif,BiNPs 50nm,80,430,-196.0902222,-507.5823684
BiNPs50nm_80Kvp-430mAs_97.tif,BiNPs 50nm,80,430,-184.1182752,-133.0501452
BiNPs50nm_80Kvp-430mAs_98.tif,BiNPs 50nm,80,430,-324.9978046,-506.2759565
BiNPs50nm_80Kvp-430mAs_99.tif,BiNPs 50nm,80,430,-318.6885534,-604.3231583
BiNPs50nm_80Kvp-430mAs_100.tif,BiNPs 50nm,80,430,-216.1049118,-712.0895647
BiNPs50nm_80Kvp-430mAs_101.tif,BiNPs 50nm,80,430,-190.9801283,-608.4994799
BiNPs50nm_80Kvp-430mAs_102.tif,BiNPs 50nm,80,430,-260.8305422,-637.0632894
BiNPs50nm_80Kvp-430mAs_103.tif,BiNPs 50nm,80,430,-178.6023471,-692.8706118
BiNPs50nm_80Kvp-430mAs_104.tif,BiNPs 50nm,80,430,-145.0159425,-599.9206182
BiNPs50nm_80Kvp-430mAs_106.tif,BiNPs 50nm,80,430,-179.7817109,-607.9020849
BiNPs50nm_80Kvp-430mAs_107.tif,BiNPs 50nm,80,430,-22.89520778,-565.178655
BiNPs50nm_80Kvp-430mAs_108.tif,BiNPs 50nm,80,430,-6.221224884,-437.7914876
BiNPs50nm_80Kvp-430mAs_109.tif,BiNPs 50nm,80,430,-235.7148119,-601.7895415
BiNPs50nm_80Kvp-430mAs_110.tif,BiNPs 50nm,80,430,-397.0401046,-485.8687121
BiNPs50nm_80Kvp-430mAs_111.tif,BiNPs 50nm,80,430,-305.7702071,-444.1162692
BiNPs50nm_80Kvp-430mAs_112.tif,BiNPs 50nm,80,430,-323.1856287,-320.8832932
BiNPs50nm_80Kvp-430mAs_113.tif,BiNPs 50nm,80,430,-327.5191003,-433.6015805
BiNPs50nm_80Kvp-430mAs_114.tif,BiNPs 50nm,80,430,-513.6277412,-468.3969491
BiNPs50nm_80Kvp-430mAs_116.tif,BiNPs 50nm,80,430,-305.2908497,-700.5406884
BiNPs50nm_80Kvp-430mAs_117.tif,BiNPs 50nm,80,430,-268.2085854,79.85364604
BiNPs50nm_80Kvp-430mAs_118.tif,BiNPs 50nm,80,430,-161.5517302,-645.4343918
BiNPs50nm_80Kvp-430mAs_119.tif,BiNPs 50nm,80,430,-266.9572674,-695.4473695
BiNPs50nm_80Kvp-430mAs_120.tif,BiNPs 50nm,80,430,-338.3922734,-557.5618602
BiNPs50nm_80Kvp-430mAs_121.tif,BiNPs 50nm,80,430,-20.26289363,-150.6584951
BiNPs50nm_80Kvp-430mAs_122.tif,BiNPs 50nm,80,430,-259.2831733,-540.0509793
BiNPs50nm_80Kvp-430mAs_123.tif,BiNPs 50nm,80,430,-364.8789432,-249.3808293
BiNPs50nm_80Kvp-430mAs_124.tif,BiNPs 50nm,80,430,-736.5281523,-311.3092204
BiNPs50nm_80Kvp-430mAs_125.tif,BiNPs 50nm,80,430,-552.3191489,-433.5965108
BiNPs50nm_80Kvp-430mAs_126.tif,BiNPs 50nm,80,430,-218.0784593,-516.4874586
BiNPs50nm_80Kvp-430mAs_127.tif,BiNPs 50nm,80,430,-34.21862931,-456.4147194
BiNPs50nm_80Kvp-430mAs_128.tif,BiNPs 50nm,80,430,-164.1217088,-586.8651315
BiNPs50nm_80Kvp-430mAs_129.tif,BiNPs 50nm,80,430,-344.1377421,-650.3251055
BiNPs50nm_80Kvp-430mAs_130.tif,BiNPs 50nm,80,430,-662.2251052,-428.6336572
BiNPs50nm_100Kvp-215mAs_20.tif,BiNPs 50nm,100,215,-7.266483162,-666.8798959
BiNPs50nm_100Kvp-215mAs_31.tif,BiNPs 50nm,100,215,-12.79950867,-705.7748666
BiNPs50nm_100Kvp-215mAs_46.tif,BiNPs 50nm,100,215,-33.23393785,-712.1828413
BiNPs50nm_100Kvp-215mAs_47.tif,BiNPs 50nm,100,215,-59.69470185,-683.9925406
BiNPs50nm_100Kvp-215mAs_57.tif,BiNPs 50nm,100,215,-78.1802674,-631.0687196
BiNPs50nm_100Kvp-215mAs_58.tif,BiNPs 50nm,100,215,-46.06359239,-695.4152481
BiNPs50nm_100Kvp-215mAs_60.tif,BiNPs 50nm,100,215,-101.5673602,-679.9659041
BiNPs50nm_100Kvp-215mAs_62.tif,BiNPs 50nm,100,215,-123.9090008,-614.0729865
BiNPs50nm_100Kvp-215mAs_65.tif,BiNPs 50nm,100,215,-128.3746564,-646.7669776
BiNPs50nm_100Kvp-215mAs_66.tif,BiNPs 50nm,100,215,-30.59133343,-694.7379328
BiNPs50nm_100Kvp-215mAs_68.tif,BiNPs 50nm,100,215,-14.87979616,-671.5714744
BiNPs50nm_100Kvp-215mAs_72.tif,BiNPs 50nm,100,215,-115.8596306,-637.9155769
BiNPs50nm_100Kvp-215mAs_77.tif,BiNPs 50nm,100,215,-156.3710468,-691.1747458
BiNPs50nm_100Kvp-215mAs_81.tif,BiNPs 50nm,100,215,-84.8376499,-591.934566
BiNPs50nm_100Kvp-215mAs_82.tif,BiNPs 50nm,100,215,-66.03489673,-625.6318788
BiNPs50nm_100Kvp-215mAs_84.tif,BiNPs 50nm,100,215,-153.6019251,-403.4985197
BiNPs50nm_100Kvp-215mAs_85.tif,BiNPs 50nm,100,215,-240.1859526,-633.7807799
BiNPs50nm_100Kvp-215mAs_87.tif,BiNPs 50nm,100,215,-170.4955107,-637.1529853
BiNPs50nm_100Kvp-215mAs_88.tif,BiNPs 50nm,100,215,-424.8585298,-642.6119437
BiNPs50nm_100Kvp-215mAs_89.tif,BiNPs 50nm,100,215,-273.700295,-483.5861384
BiNPs50nm_100Kvp-215mAs_90.tif,BiNPs 50nm,100,215,-408.5335063,-586.6221294
BiNPs50nm_100Kvp-215mAs_91.tif,BiNPs 50nm,100,215,-173.4289908,-682.7915935
BiNPs50nm_100Kvp-215mAs_93.tif,BiNPs 50nm,100,215,-88.32887021,-700.6880139
BiNPs50nm_100Kvp-215mAs_94.tif,BiNPs 50nm,100,215,-26.76759992,-651.3733779
BiNPs50nm_100Kvp-215mAs_95.tif,BiNPs 50nm,100,215,-42.76447606,-650.942024
BiNPs50nm_100Kvp-215mAs_96.tif,BiNPs 50nm,100,215,-141.4378438,-694.1100166
BiNPs50nm_100Kvp-215mAs_97.tif,BiNPs 50nm,100,215,-413.0576659,-210.4743954
BiNPs50nm_100Kvp-215mAs_98.tif,BiNPs 50nm,100,215,-357.6486486,-697.6574983
BiNPs50nm_100Kvp-215mAs_99.tif,BiNPs 50nm,100,215,-141.5919118,-680.962832
BiNPs50nm_100Kvp-215mAs_100.tif,BiNPs 50nm,100,215,-240.8766336,-687.2594602
BiNPs50nm_100Kvp-215mAs_102.tif,BiNPs 50nm,100,215,-375.9541985,-625.9815221
BiNPs50nm_100Kvp-215mAs_103.tif,BiNPs 50nm,100,215,-304.2635684,-515.6333246
BiNPs50nm_100Kvp-215mAs_104.tif,BiNPs 50nm,100,215,-243.3122915,-687.3430431
BiNPs50nm_100Kvp-215mAs_107.tif,BiNPs 50nm,100,215,-21.73400583,-471.0405995
BiNPs50nm_100Kvp-215mAs_108.tif,BiNPs 50nm,100,215,-6.586421263,-315.4343236
BiNPs50nm_100Kvp-215mAs_109.tif,BiNPs 50nm,100,215,-454.1885856,-692.0603291
BiNPs50nm_100Kvp-215mAs_110.tif,BiNPs 50nm,100,215,-398.0886678,-458.0270446
BiNPs50nm_100Kvp-215mAs_111.tif,BiNPs 50nm,100,215,-1006.462541,-408.1352018
BiNPs50nm_100Kvp-215mAs_112.tif,BiNPs 50nm,100,215,-161.9014109,-546.7294161
BiNPs50nm_100Kvp-215mAs_113.tif,BiNPs 50nm,100,215,-162.5899669,-371.5357551
BiNPs50nm_100Kvp-215mAs_115.tif,BiNPs 50nm,100,215,-450.0739857,-453.1798568
BiNPs50nm_100Kvp-215mAs_116.tif,BiNPs 50nm,100,215,-325.1311702,-611.3630555
BiNPs50nm_100Kvp-215mAs_117.tif,BiNPs 50nm,100,215,-718.739924,-559.8953575
BiNPs50nm_100Kvp-215mAs_120.tif,BiNPs 50nm,100,215,-752.6530612,-672.513528
BiNPs50nm_100Kvp-215mAs_121.tif,BiNPs 50nm,100,215,-19.38492629,-382.6559942
BiNPs50nm_100Kvp-215mAs_122.tif,BiNPs 50nm,100,215,-219.1617682,-428.6935877
BiNPs50nm_100Kvp-215mAs_124.tif,BiNPs 50nm,100,215,-560.9353293,-579.4648571
