Absolute File Name,Filename,Image No,Amplification,Classification,Voltage,Time,CNR,SNR
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_5.tif,BiNPs50nm_80Kvp-215mAs_5.tif,5,80Kvp-215mAs,BiNPs 50nm,80,215,-6.236298625,-96.21872851
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_6.tif,BiNPs50nm_80Kvp-215mAs_6.tif,6,80Kvp-215mAs,BiNPs 50nm,80,215,2.293602789,40.38311391
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_7.tif,BiNPs50nm_80Kvp-215mAs_7.tif,7,80Kvp-215mAs,BiNPs 50nm,80,215,-8.450440352,-151.1495542
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_8.tif,BiNPs50nm_80Kvp-215mAs_8.tif,8,80Kvp-215mAs,BiNPs 50nm,80,215,-6.11416891,-114.5029271
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_9.tif,BiNPs50nm_80Kvp-215mAs_9.tif,9,80Kvp-215mAs,BiNPs 50nm,80,215,-5.009434399,-100.1782633
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_10.tif,BiNPs50nm_80Kvp-215mAs_10.tif,10,80Kvp-215mAs,BiNPs 50nm,80,215,0.232230551,7.317272602
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_11.tif,BiNPs50nm_80Kvp-215mAs_11.tif,11,80Kvp-215mAs,BiNPs 50nm,80,215,-2.309315368,-134.9214662
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_12.tif,BiNPs50nm_80Kvp-215mAs_12.tif,12,80Kvp-215mAs,BiNPs 50nm,80,215,-3.26734357,-328.2187902
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_13.tif,BiNPs50nm_80Kvp-215mAs_13.tif,13,80Kvp-215mAs,BiNPs 50nm,80,215,-3.746664291,-209.5450062
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_14.tif,BiNPs50nm_80Kvp-215mAs_14.tif,14,80Kvp-215mAs,BiNPs 50nm,80,215,-5.425228164,-574.3193163
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_15.tif,BiNPs50nm_80Kvp-215mAs_15.tif,15,80Kvp-215mAs,BiNPs 50nm,80,215,1.234655297,13.63392561
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_16.tif,BiNPs50nm_80Kvp-215mAs_16.tif,16,80Kvp-215mAs,BiNPs 50nm,80,215,-3.523600509,-54.56062843
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_17.tif,BiNPs50nm_80Kvp-215mAs_17.tif,17,80Kvp-215mAs,BiNPs 50nm,80,215,4.143866171,80.13122772
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_18.tif,BiNPs50nm_80Kvp-215mAs_18.tif,18,80Kvp-215mAs,BiNPs 50nm,80,215,-0.614953861,-13.84047109
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_19.tif,BiNPs50nm_80Kvp-215mAs_19.tif,19,80Kvp-215mAs,BiNPs 50nm,80,215,4.644151315,124.8585967
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_20.tif,BiNPs50nm_80Kvp-215mAs_20.tif,20,80Kvp-215mAs,BiNPs 50nm,80,215,1.527562032,53.11739216
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_21.tif,BiNPs50nm_80Kvp-215mAs_21.tif,21,80Kvp-215mAs,BiNPs 50nm,80,215,-2.648071625,-74.49067568
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_22.tif,BiNPs50nm_80Kvp-215mAs_22.tif,22,80Kvp-215mAs,BiNPs 50nm,80,215,-1.492011716,-33.75644486
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_23.tif,BiNPs50nm_80Kvp-215mAs_23.tif,23,80Kvp-215mAs,BiNPs 50nm,80,215,1.107538052,29.31820355
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_24.tif,BiNPs50nm_80Kvp-215mAs_24.tif,24,80Kvp-215mAs,BiNPs 50nm,80,215,-3.089179186,-249.5669121
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_25.tif,BiNPs50nm_80Kvp-215mAs_25.tif,25,80Kvp-215mAs,BiNPs 50nm,80,215,-3.415965076,-205.040889
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_26.tif,BiNPs50nm_80Kvp-215mAs_26.tif,26,80Kvp-215mAs,BiNPs 50nm,80,215,-2.638006728,-182.603299
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_27.tif,BiNPs50nm_80Kvp-215mAs_27.tif,27,80Kvp-215mAs,BiNPs 50nm,80,215,-4.473801862,-648.0631166
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_28.tif,BiNPs50nm_80Kvp-215mAs_28.tif,28,80Kvp-215mAs,BiNPs 50nm,80,215,-2.208374153,-54.84488081
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_29.tif,BiNPs50nm_80Kvp-215mAs_29.tif,29,80Kvp-215mAs,BiNPs 50nm,80,215,-4.671238863,-684.2544208
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_30.tif,BiNPs50nm_80Kvp-215mAs_30.tif,30,80Kvp-215mAs,BiNPs 50nm,80,215,-3.465976524,-77.80236006
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_31.tif,BiNPs50nm_80Kvp-215mAs_31.tif,31,80Kvp-215mAs,BiNPs 50nm,80,215,3.517910448,39.59072629
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_32.tif,BiNPs50nm_80Kvp-215mAs_32.tif,32,80Kvp-215mAs,BiNPs 50nm,80,215,-3.455055753,-452.4866311
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_33.tif,BiNPs50nm_80Kvp-215mAs_33.tif,33,80Kvp-215mAs,BiNPs 50nm,80,215,-6.08950488,-681.2209839
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_34.tif,BiNPs50nm_80Kvp-215mAs_34.tif,34,80Kvp-215mAs,BiNPs 50nm,80,215,-6.530098604,-716.7065798
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_35.tif,BiNPs50nm_80Kvp-215mAs_35.tif,35,80Kvp-215mAs,BiNPs 50nm,80,215,-6.128458912,-670.5747333
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_36.tif,BiNPs50nm_80Kvp-215mAs_36.tif,36,80Kvp-215mAs,BiNPs 50nm,80,215,-1.137635498,-49.21604912
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_37.tif,BiNPs50nm_80Kvp-215mAs_37.tif,37,80Kvp-215mAs,BiNPs 50nm,80,215,2.271427143,24.12027823
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_38.tif,BiNPs50nm_80Kvp-215mAs_38.tif,38,80Kvp-215mAs,BiNPs 50nm,80,215,-1.644952079,-20.26631501
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_39.tif,BiNPs50nm_80Kvp-215mAs_39.tif,39,80Kvp-215mAs,BiNPs 50nm,80,215,-2.813240503,-67.32215296
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_40.tif,BiNPs50nm_80Kvp-215mAs_40.tif,40,80Kvp-215mAs,BiNPs 50nm,80,215,-3.289428305,-575.673703
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_41.tif,BiNPs50nm_80Kvp-215mAs_41.tif,41,80Kvp-215mAs,BiNPs 50nm,80,215,-1.035039072,-6.615900156
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_42.tif,BiNPs50nm_80Kvp-215mAs_42.tif,42,80Kvp-215mAs,BiNPs 50nm,80,215,-5.232022438,-85.04046238
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_43.tif,BiNPs50nm_80Kvp-215mAs_43.tif,43,80Kvp-215mAs,BiNPs 50nm,80,215,-5.687057387,-88.24129216
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_44.tif,BiNPs50nm_80Kvp-215mAs_44.tif,44,80Kvp-215mAs,BiNPs 50nm,80,215,-7.924117303,-117.4514949
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_45.tif,BiNPs50nm_80Kvp-215mAs_45.tif,45,80Kvp-215mAs,BiNPs 50nm,80,215,-7.470528833,-121.7793757
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_46.tif,BiNPs50nm_80Kvp-215mAs_46.tif,46,80Kvp-215mAs,BiNPs 50nm,80,215,-5.059453185,-65.06107434
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_47.tif,BiNPs50nm_80Kvp-215mAs_47.tif,47,80Kvp-215mAs,BiNPs 50nm,80,215,1.887182714,57.69392413
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_48.tif,BiNPs50nm_80Kvp-215mAs_48.tif,48,80Kvp-215mAs,BiNPs 50nm,80,215,-1.931577952,-106.3083449
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_49.tif,BiNPs50nm_80Kvp-215mAs_49.tif,49,80Kvp-215mAs,BiNPs 50nm,80,215,-3.498359344,-38.36506122
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_50.tif,BiNPs50nm_80Kvp-215mAs_50.tif,50,80Kvp-215mAs,BiNPs 50nm,80,215,-2.541832001,-41.5570017
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_51.tif,BiNPs50nm_80Kvp-215mAs_51.tif,51,80Kvp-215mAs,BiNPs 50nm,80,215,-2.565450486,-206.0441446
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_52.tif,BiNPs50nm_80Kvp-215mAs_52.tif,52,80Kvp-215mAs,BiNPs 50nm,80,215,-3.283123289,-106.0421212
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_53.tif,BiNPs50nm_80Kvp-215mAs_53.tif,53,80Kvp-215mAs,BiNPs 50nm,80,215,-4.39586214,-86.19012729
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_54.tif,BiNPs50nm_80Kvp-215mAs_54.tif,54,80Kvp-215mAs,BiNPs 50nm,80,215,-6.292714564,-84.62443341
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_55.tif,BiNPs50nm_80Kvp-215mAs_55.tif,55,80Kvp-215mAs,BiNPs 50nm,80,215,-7.981580967,-44.53180212
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_56.tif,BiNPs50nm_80Kvp-215mAs_56.tif,56,80Kvp-215mAs,BiNPs 50nm,80,215,6.379277015,112.5437956
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_57.tif,BiNPs50nm_80Kvp-215mAs_57.tif,57,80Kvp-215mAs,BiNPs 50nm,80,215,-9.743024619,-75.39078535
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_58.tif,BiNPs50nm_80Kvp-215mAs_58.tif,58,80Kvp-215mAs,BiNPs 50nm,80,215,-9.797764531,-115.3454829
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_59.tif,BiNPs50nm_80Kvp-215mAs_59.tif,59,80Kvp-215mAs,BiNPs 50nm,80,215,-6.461304238,-131.9103848
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_60.tif,BiNPs50nm_80Kvp-215mAs_60.tif,60,80Kvp-215mAs,BiNPs 50nm,80,215,-4.739812032,-222.7485141
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_61.tif,BiNPs50nm_80Kvp-215mAs_61.tif,61,80Kvp-215mAs,BiNPs 50nm,80,215,-4.377179763,-124.6957745
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_62.tif,BiNPs50nm_80Kvp-215mAs_62.tif,62,80Kvp-215mAs,BiNPs 50nm,80,215,-16.29607631,-78.76759146
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_63.tif,BiNPs50nm_80Kvp-215mAs_63.tif,63,80Kvp-215mAs,BiNPs 50nm,80,215,-6.179273504,-102.9364515
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_64.tif,BiNPs50nm_80Kvp-215mAs_64.tif,64,80Kvp-215mAs,BiNPs 50nm,80,215,-3.926076945,-257.1458083
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_65.tif,BiNPs50nm_80Kvp-215mAs_65.tif,65,80Kvp-215mAs,BiNPs 50nm,80,215,-4.757432135,-293.574348
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_66.tif,BiNPs50nm_80Kvp-215mAs_66.tif,66,80Kvp-215mAs,BiNPs 50nm,80,215,0.228765467,1.759265554
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_67.tif,BiNPs50nm_80Kvp-215mAs_67.tif,67,80Kvp-215mAs,BiNPs 50nm,80,215,0.633108108,10.88558025
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_68.tif,BiNPs50nm_80Kvp-215mAs_68.tif,68,80Kvp-215mAs,BiNPs 50nm,80,215,1.221557706,29.63263663
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_69.tif,BiNPs50nm_80Kvp-215mAs_69.tif,69,80Kvp-215mAs,BiNPs 50nm,80,215,-4.835421511,-466.9673146
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_70.tif,BiNPs50nm_80Kvp-215mAs_70.tif,70,80Kvp-215mAs,BiNPs 50nm,80,215,-3.421817978,-45.51203774
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_71.tif,BiNPs50nm_80Kvp-215mAs_71.tif,71,80Kvp-215mAs,BiNPs 50nm,80,215,0.442961594,29.97950176
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_72.tif,BiNPs50nm_80Kvp-215mAs_72.tif,72,80Kvp-215mAs,BiNPs 50nm,80,215,-0.268364026,12.59138353
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_73.tif,BiNPs50nm_80Kvp-215mAs_73.tif,73,80Kvp-215mAs,BiNPs 50nm,80,215,-31.74748372,-84.0955
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_74.tif,BiNPs50nm_80Kvp-215mAs_74.tif,74,80Kvp-215mAs,BiNPs 50nm,80,215,-5.139649666,-17.91977937
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_75.tif,BiNPs50nm_80Kvp-215mAs_75.tif,75,80Kvp-215mAs,BiNPs 50nm,80,215,-1.31825499,-4.631715866
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_76.tif,BiNPs50nm_80Kvp-215mAs_76.tif,76,80Kvp-215mAs,BiNPs 50nm,80,215,-0.170853435,2.900494071
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_77.tif,BiNPs50nm_80Kvp-215mAs_77.tif,77,80Kvp-215mAs,BiNPs 50nm,80,215,-2.323860352,-164.3563768
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_78.tif,BiNPs50nm_80Kvp-215mAs_78.tif,78,80Kvp-215mAs,BiNPs 50nm,80,215,-3.597609808,-164.0496174
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_79.tif,BiNPs50nm_80Kvp-215mAs_79.tif,79,80Kvp-215mAs,BiNPs 50nm,80,215,-3.18612492,-180.5651871
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_80.tif,BiNPs50nm_80Kvp-215mAs_80.tif,80,80Kvp-215mAs,BiNPs 50nm,80,215,-3.606975422,-273.5722957
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_81.tif,BiNPs50nm_80Kvp-215mAs_81.tif,81,80Kvp-215mAs,BiNPs 50nm,80,215,-0.45334521,-8.659306528
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_82.tif,BiNPs50nm_80Kvp-215mAs_82.tif,82,80Kvp-215mAs,BiNPs 50nm,80,215,-3.731444914,-127.7948254
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_83.tif,BiNPs50nm_80Kvp-215mAs_83.tif,83,80Kvp-215mAs,BiNPs 50nm,80,215,-2.077800073,-23.91582136
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_84.tif,BiNPs50nm_80Kvp-215mAs_84.tif,84,80Kvp-215mAs,BiNPs 50nm,80,215,0.01400309,16.49198586
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_85.tif,BiNPs50nm_80Kvp-215mAs_85.tif,85,80Kvp-215mAs,BiNPs 50nm,80,215,1.013373031,59.68326081
C:\Users\danie\OneDrive - University of Exeter\ECM3401 Project\2\img\BiNPs50nm_80Kvp-215mAs_86.tif,BiNPs50nm_80Kvp-215mAs_86.tif,86,80Kvp-215mAs,BiNPs 50nm,80,215,-5.844473474,-62.88680464
